id,export_id/id,name
name_families,ir_exports_families,name
company_id_name_families,ir_exports_families,company_id/name
links_by_student_families,ir_exports_families,links_by_student
name_relatives,ir_exports_relatives,name
country_id_name_relatives,ir_exports_relatives,country_id/name
country_id_id_relatives,ir_exports_relatives,country_id/id
vat_relatives,ir_exports_relatives,vat
email_relatives,ir_exports_relatives,email
street_relatives,ir_exports_relatives,street
street2_relatives,ir_exports_relatives,street2
function_relatives,ir_exports_relatives,function
mobile_relatives,ir_exports_relatives,mobile
phone_relatives,ir_exports_relatives,phone
parent_id_name_students,ir_exports_students,parent_id/name
parent_id_id_students,ir_exports_students,parent_id/id
dni_students,ir_exports_students,dni
file_number_students,ir_exports_students,file_number
sex_students,ir_exports_students,sex
promotion_id_name_students,ir_exports_students,promotion_id/name
promotion_id_id_students,ir_exports_students,promotion_id/id
student_group_ids_students,ir_exports_students,student_group_ids
student_group_ids_id_students,ir_exports_students,student_group_ids/id
email_students,ir_exports_students,email
mobile_students,ir_exports_students,mobile
phone_students,ir_exports_students,phone
birthdate_students,ir_exports_students,birthdate
admission_date_students,ir_exports_students,admission_date
exit_date_students,ir_exports_students,exit_date
category_id_name_students,ir_exports_students,category_id/name
category_id_id_students,ir_exports_students,category_id/id
medical_insurance_students,ir_exports_students,medical_insurance
disabled_person_students,ir_exports_students,disabled_person
name_product_template,ir_exports_product_template,name
company_id_product_template,ir_exports_product_template,company_id
sale_ok_product_template,ir_exports_product_template,sale_ok
purchase_ok_product_template,ir_exports_product_template,purchase_ok
detailed_type_product_template,ir_exports_product_template,detailed_type
invoice_policy_product_template,ir_exports_product_template,invoice_policy
list_price_product_template,ir_exports_product_template,list_price
taxes_id_name_product_template,ir_exports_product_template,taxes_id/name
taxes_id_id_product_template,ir_exports_product_template,taxes_id/id
standard_price_product_template,ir_exports_product_template,standard_price
property_account_income_id_name_product_template,ir_exports_product_template,property_account_income_id/name
property_account_income_id_id_product_template,ir_exports_product_template,property_account_income_id/id
product_tag_ids_product_template,ir_exports_product_template,product_tag_ids
default_code_product_template,ir_exports_product_template,default_code
name_pricelist,ir_exports_product_pricelist,name
company_id_pricelist,ir_exports_product_pricelist,company_id
currency_id_pricelist,ir_exports_product_pricelist,currency_id
discount_policy_pricelist,ir_exports_product_pricelist,discount_policy
sequence_pricelist,ir_exports_product_pricelist,sequence
company_id_quotation_templates,ir_exports_sale_order_template,company_id
name_quotation_templates,ir_exports_sale_order_template,name
sale_order_template_line_ids_product_id_name_quotation_templates,ir_exports_sale_order_template,sale_order_template_line_ids/product_id/name
sale_order_template_line_ids_name_quotation_templates,ir_exports_sale_order_template,sale_order_template_line_ids/name
sale_order_template_line_ids_product_uom_qty_quotation_templates,ir_exports_sale_order_template,sale_order_template_line_ids/product_uom_qty
